TIME,GLOBAL,POLAR (N),POLAR (S),MID-LATITUDES (N),MID-LATITUDES (S),HIGH-LATITUDES (N),HIGH-LATITUDES (S),TROPICS
1986-03-10,-0.2646629044403764,-0.10026373203785659,0.051882233415835456,-0.03345317295033331,-0.04838387487284624,-0.07007762257204349,0.00912743022793707,-0.07554592505346776
1986-03-11,-0.2541314980647661,-0.10039032628393561,0.03787672419177034,-0.004880481570163453,-0.06958226142442295,-0.07620722442785134,0.013656659830868648,-0.05749138494235285
1986-03-12,-0.24321359113054106,-0.07978326122758428,0.03204799769760567,-0.02027135109575457,-0.0391385427600202,-0.07370119157587295,0.004648307136254369,-0.07000078326406779
1986-03-13,-0.2237943628162161,-0.053237431322060456,0.015177533931574595,-0.06635157686980395,6.617685079561119e-05,-0.051415823626778726,-0.0022472458988900407,-0.06753997709246334
1986-03-14,-0.21225646696289788,-0.03972274131507674,0.024551451523315948,-0.10900480225538045,0.0014482813251588537,-0.04048045857409944,0.0035468326977960893,-0.05427209745619641
1986-03-15,-0.19257165133727044,-0.025725764987261306,0.05029813231129798,-0.13143129386187785,-0.003135968970194859,-0.02581926631285805,-0.002543273892900689,-0.05490357952759368
1986-03-16,-0.22703490464083428,-0.02299702126063687,0.05122224494643889,-0.1723781137811639,-0.0075285471601014165,-0.003446060477812594,-0.004443691054002719,-0.06880273306251196
1986-03-17,-0.2372163311686707,-0.04203649603635921,0.05179478846188174,-0.1807274623041836,0.0063374177471012365,0.020354943476056694,-0.003963417065925765,-0.08927202509697499
1986-03-18,-0.23840301465221464,-0.061203896874210816,0.05734311643587314,-0.17523325744345652,0.017386877104194016,0.013563539350080707,-0.0012514939059470496,-0.0886663219042107
1986-03-19,-0.28447614510205804,-0.049292930526465877,0.04272258085944099,-0.18332533269891776,0.007694636973564979,-0.00237695932245043,0.005723155164968344,-0.10524099289787626
1986-03-20,-0.3655687178456875,-0.04780238564130712,0.02226959134110542,-0.23810641185229314,0.011903328081534048,0.006150864818846121,0.006769786988711312,-0.12636721264735357
1986-03-21,-0.36458164017625244,-0.038101087789262224,0.01462639985753453,-0.23028309846426095,0.02935952471850933,-0.015908940595196024,0.011456306670518723,-0.1356980137621309
1986-03-22,-0.36792223152372777,-0.016751558121606405,0.0016540252578814106,-0.18706871656659124,0.02223239579758585,-0.06309252656787778,0.022515924760288002,-0.14936883553547636
